Id,LotFrontage,LotArea,Street,LotShape,LandSlope,Neighborhood,OverallQual,OverallCond,YearBuilt,MasVnrType,MasVnrArea,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageFinish,GarageCars,GarageQual,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,MiscVal,SalePrice,MiscFeature_Shed,MiscFeature_nan,Alley_nan,Alley_Pave,Fence_MnWw,Fence_nan,Fence_GdWo,Fence_MnPrv,LotConfig_Inside,LotConfig_FR2,LotConfig_CulDSac,GarageType_Basment,GarageType_Detchd,GarageType_nan,GarageType_BuiltIn,GarageType_Attchd,MSZoning_FV,MSZoning_RL,MSZoning_RM,MSZoning_RH,Exterior1st_BrkFace,Exterior1st_VinylSd,Exterior1st_Plywood,Exterior1st_WdShing,Exterior1st_Stucco,Exterior1st_CemntBd,Exterior1st_Wd Sdng,Exterior1st_HdBoard,Exterior1st_MetalSd,Exterior2nd_BrkFace,Exterior2nd_CmentBd,Exterior2nd_ImStucc,Exterior2nd_VinylSd,Exterior2nd_Plywood,Exterior2nd_Wd Shng,Exterior2nd_Stucco,Exterior2nd_Wd Sdng,Exterior2nd_HdBoard,Exterior2nd_MetalSd,Electrical_FuseF,Electrical_SBrkr,SaleType_WD,SaleType_New,SaleCondition_Normal,SaleCondition_Family,SaleCondition_Partial,SaleCondition_Alloca,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Heating_GasA,Heating_GasW,RoofStyle_Gable,RoofStyle_Hip,RoofStyle_Gambrel,RoofMatl_Tar&Grv,RoofMatl_CompShg,LandContour_Low,LandContour_Lvl,LandContour_HLS,BldgType_Twnhs,BldgType_2fmCon,BldgType_TwnhsE,BldgType_Duplex,HouseStyle_SLvl,HouseStyle_2Story,HouseStyle_SFoyer,HouseStyle_1.5Unf,HouseStyle_2.5Unf,HouseStyle_1Story,Neighborhood_Timber,Neighborhood_BrDale,Neighborhood_Mitchel,Neighborhood_Somerst,Neighborhood_NAmes,Neighborhood_NoRidge,Neighborhood_SWISU,Neighborhood_NridgHt,Neighborhood_NWAmes,Neighborhood_StoneBr,Neighborhood_CollgCr,Neighborhood_IDOTRR,Neighborhood_Edwards,Neighborhood_Sawyer,Neighborhood_Veenker,Neighborhood_Gilbert,Neighborhood_ClearCr,Neighborhood_BrkSide,Neighborhood_OldTown,Neighborhood_SawyerW,Neighborhood_Crawfor,Neighborhood_MeadowV,Age,IsNew,Remodeled,YrSold_2007,YrSold_2008,YrSold_2009,YrSold_2010,MoSold_2,MoSold_3,MoSold_4,MoSold_5,MoSold_6,MoSold_7,MoSold_8,MoSold_9,MoSold_10,MoSold_11,MoSold_12,MSSubClass_160,MSSubClass_70,MSSubClass_75,MSSubClass_45,MSSubClass_80,MSSubClass_50,MSSubClass_20,MSSubClass_85,MSSubClass_180,MSSubClass_30,MSSubClass_120,MSSubClass_90,MSSubClass_60,MSSubClass_190,Condition1_PosN,Condition1_Feedr,Condition1_RRAe,Condition1_Norm,Condition1_RRAn,Condition2_Norm,TotalSqft,TotBathrooms,PorchSqft
1,-0.04971228206345972,-0.10174373753289705,1,3,2,1,7,5,1.0470512892379256,1,1.224521831479953,4,3,4,3,1,6,1,-0.36264386191756537,-0.3248198171342446,5,1,-0.7783463692921315,1.1978525154832615,-0.11695296688309048,0.5701193166354998,1.0900702722676106,-0.251592927503506,0.78310230789909,1.2334525910237952,0.16995787557783576,-0.20055027722930263,4,0.9921086232302871,7,-0.9246044524829653,0,2,0.30768523500348083,3,2,-0.9442793764467767,0.8344300958867518,-0.42764540030597437,-0.11279403360849069,-0.30920738250775925,-0.06407061399214327,0,-0.1893637056265118,12.247694320220994,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.8877439238829302,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0.17377294645388394,1.590230268934787,0.43430610174094664
2,0.5751745074930673,0.14940973939364685,1,3,2,1,6,8,0.15557943408474822,0,-0.7926861970917923,3,3,4,3,4,5,1,-0.36264386191756537,0.014891519147983756,5,1,0.4295679376710756,-0.8627767755990021,-0.11695296688309048,-0.36946589700359495,-0.8185341600280797,3.8867694852073944,0.78310230789909,-0.7554811889742207,0.16995787557783576,-0.20055027722930263,3,-0.2864338348933036,7,0.6263278004743722,3,2,0.30768523500348083,3,2,1.2548766306561765,-1.0824843631260477,-0.42764540030597437,-0.11279403360849069,-0.30920738250775925,-0.06407061399214327,0,-0.1893637056265118,12.109010932687042,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.35688635017436154,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0.120695794468695,0.3509297895111233,-1.4533417653663132
3,0.08592285975570903,0.461602819650796,1,2,2,1,7,5,0.9810163370043569,1,1.152185575449295,4,3,4,3,2,6,1,-0.36264386191756537,0.24103628123086546,5,1,-0.5540169976495337,1.2021066415750894,-0.11695296688309048,0.704625883734769,1.0900702722676106,-0.251592927503506,0.78310230789909,1.2334525910237952,0.16995787557783576,-0.20055027722930263,4,-0.2864338348933036,7,0.6263278004743722,3,2,0.30768523500348083,3,2,-0.9442793764467767,0.6644659933099059,-0.42764540030597437,-0.11279403360849069,-0.30920738250775925,-0.06407061399214327,0,-0.1893637056265118,12.31716669303576,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.8398735287268806,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0.34462760206536186,1.590230268934787,0.26693693500243204
4,-0.2900954507447959,0.139131114879757,1,2,2,1,7,5,-1.858486609039097,0,-0.7926861970917923,3,3,3,4,1,5,1,-0.36264386191756537,0.3576623276936158,4,1,-0.4183568041600038,1.1606945296558806,-0.11695296688309048,0.5827554007902009,1.0900702722676106,-0.251592927503506,-1.0269685575063348,-0.7554811889742207,0.16995787557783576,-0.20055027722930263,4,0.35283739416849175,7,0.6263278004743722,4,1,1.619845805917448,3,2,-0.9442793764467767,0.5819390906301514,2.737272626598518,-0.11279403360849069,-0.30920738250775925,-0.06407061399214327,0,-0.1893637056265118,11.84939770159144,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.59623832595461,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.05504515294469444,-0.26872045020070856,1.1674623142962537
5,0.7222530154742214,0.9282917946636428,1,2,2,2,8,5,0.9479988608875726,1,1.4450516662826491,4,3,4,3,3,6,1,-0.36264386191756537,0.30579980632245163,5,1,0.12677821034134892,1.2617204598073748,-0.11695296688309048,1.3467146887389692,1.0900702722676106,-0.251592927503506,0.78310230789909,1.2334525910237952,1.385073373275253,-0.20055027722930263,4,1.6313798522920824,7,0.6263278004743722,3,2,1.619845805917448,3,2,1.0859971438710845,0.9809770208251402,-0.42764540030597437,-0.11279403360849069,-0.30920738250775925,-0.06407061399214327,0,-0.1893637056265118,12.429216196844383,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.7441327384147812,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1.0245529166419776,1.590230268934787,0.5786156138271245
6,0.7579410044369784,0.908173857601426,1,2,2,1,5,5,0.7168765280700822,0,-0.7926861970917923,3,3,4,3,1,6,1,-0.36264386191756537,-0.7756005923250361,5,1,-1.0044234843144715,1.072482256925211,-0.11695296688309048,-0.13363717838509853,1.0900702722676106,-0.251592927503506,-1.0269685575063348,1.2334525910237952,-2.2602731198169987,-0.20055027722930263,3,-0.9257050639550989,7,-0.9246044524829653,0,1,0.30768523500348083,3,2,0.4883677874378488,0.5124866531304558,-0.42764540030597437,9.714485690492896,-0.30920738250775925,-0.06407061399214327,0,5.092294343208167,11.870599909242044,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.45691036747848307,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-0.38313799437278223,0.3509297895111233,1.2272350179787472
7,0.3807591902913389,0.24622717008279366,1,3,2,1,8,5,1.0800687653547099,2,1.2046311205900968,4,3,5,3,3,6,1,-0.36264386191756537,0.0734856229734213,5,1,1.345899058947506,-0.8627767755990021,-0.11695296688309048,0.5410416277833382,1.0900702722676106,-0.251592927503506,0.78310230789909,-0.7554811889742207,0.16995787557783576,-0.20055027722930263,4,0.35283739416849175,7,0.6263278004743722,4,2,0.30768523500348083,3,2,1.194977004302813,0.8034542060462901,-0.42764540030597437,-0.11279403360849069,-0.30920738250775925,-0.06407061399214327,0,-0.1893637056265118,12.634603026569334,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0313551093510793,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1.0599567823258484,0.9705800292229552,0.4038031379210539
8,0.5751745074930673,0.30355291253605987,1,2,2,1,7,6,0.056527005734395196,2,1.3014932018854877,3,3,4,3,2,5,4,1.498101354710891,-0.13089118173918055,5,1,0.021746343606860157,1.240744590801597,-0.11695296688309048,1.1908529245153638,1.0900702722676106,-0.251592927503506,0.78310230789909,1.2334525910237952,0.16995787557783576,-0.20055027722930263,3,0.35283739416849175,7,2.1772600534317097,3,2,0.30768523500348083,3,2,1.1635949286180645,1.3898738986872177,2.6381129010367936,-0.11279403360849069,-0.30920738250775925,-0.06407061399214327,0,4.534731139176,12.206072645530174,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.59623832595461,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0.8809208859904241,1.590230268934787,1.323261576059962
9,-0.777173041908237,-0.7367203210040988,1,3,2,1,7,5,-1.3302069911705474,0,-0.7926861970917923,3,3,3,3,1,1,1,-0.36264386191756537,0.660464977375661,4,1,-0.22686228907145575,1.159077420675384,-0.11695296688309048,0.6837727981656251,-0.8185341600280797,-0.251592927503506,0.78310230789909,-0.7554811889742207,-1.0451576221195815,4.3952774598836655,3,0.9921086232302871,6,2.1772600534317097,3,1,0.30768523500348083,2,2,0.7959507746348542,-1.0824843631260477,2.5783936613738048,-0.11279403360849069,-0.30920738250775925,-0.06407061399214327,0,-0.1893637056265118,11.77452020265869,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.649387019387703,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.3683112823379971,-0.26872045020070856,0.9834953104192318
10,-0.8364232195561506,-0.3575990680965526,1,3,2,1,5,6,-1.0660671822362726,0,-0.7926861970917923,3,3,3,3,1,6,1,-0.36264386191756537,-0.36146443328465316,5,1,-0.06375021090197037,-0.8627767755990021,-0.11695296688309048,-0.8596488406583211,1.0900702722676106,-0.251592927503506,-1.0269685575063348,-0.7554811889742207,-1.0451576221195815,4.3952774598836655,3,-0.9257050639550989,7,2.1772600534317097,3,2,-1.0044753359104865,4,2,-0.9442793764467767,-0.33495483842543716,-0.42764540030597437,-0.11279403360849069,-0.30920738250775925,-0.06407061399214327,0,-0.1893637056265118,11.678439903447801,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.649387019387703,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.520134663072569,-0.26872045020070856,-0.7172251868375531
